-28.506783		-1.411505		-1.322567		-0.046931		-0.234213		0.093694		-0.526731		-0.136909		0.052687		-0.199209		0.228161		-0.146903		-0.148778
-28.048607		-1.088340		-1.057893		-0.466737		-0.361145		-0.264459		-0.495607		-0.315366		-0.158400		-0.034225		0.349693		0.354888		0.089794
-27.994564		-1.052507		-1.341310		0.098210		0.185126		0.010309		-0.869994		-0.589235		0.157478		-0.003726		0.357898		-0.445659		-0.158475
-28.210179		-0.985993		-1.418941		-0.232053		-0.111783		-0.111423		-0.633166		-0.443695		-0.389436		-0.093615		0.345656		-0.131900		-0.000136
-27.880816		-1.427752		-0.909934		0.382225		0.334380		0.069810		-0.329167		-0.232295		-0.224995		-0.033605		0.359927		-0.406347		-0.351751
-28.030694		-1.365751		-1.215028		-0.166226		-0.025512		0.002884		-0.144238		0.099812		0.270175		-0.282682		0.102349		-0.229385		-0.264036
-28.343520		-1.783932		-1.227771		-0.241941		-0.370111		-0.401463		-0.067910		0.175777		0.136919		-0.038679		-0.353845		-0.430499		-0.303851
-28.132696		-1.161135		-0.966614		-0.172211		-0.485108		-0.496249		-0.323933		-0.306320		-0.463744		-0.637314		-0.319139		-0.388618		-0.142736
-28.560705		-0.993090		-1.239371		0.413033		-0.310703		-0.265446		-0.561364		-0.174698		-0.236246		-0.288919		0.216144		-0.244440		-0.376694
-28.988004		-1.656244		-0.948660		0.534936		-0.691373		-0.102583		0.222052		0.049379		0.066142		-0.552656		-0.402760		-0.180578		0.059542
-28.505283		-1.549911		-1.056079		0.305150		-0.675366		-0.328499		0.084230		-0.072330		0.296980		-0.186681		-0.686895		-0.503154		0.045070
-30.087236		-1.760663		-0.550011		0.553712		-0.540350		-0.306733		-0.035965		-0.434190		-0.098302		-0.427184		-0.308881		-0.372934		-0.317361
-31.998817		-1.828205		0.391599		-0.357966		-0.052993		0.028439		0.017950		-0.270228		0.064702		-0.221497		0.161202		0.107602		-0.185092
-28.901035		-2.768292		-0.333514		0.378537		-0.214727		-0.059389		0.417015		-0.206931		0.068944		-0.513491		-0.574447		-0.362758		-0.074849
-26.641295		-3.754923		-0.337828		0.680125		-0.757101		-0.143958		0.205321		0.251905		0.115443		-0.055934		-0.196999		-0.049201		-0.148978
-25.535412		-4.706140		-0.479880		0.570015		-1.160102		-0.467705		0.002198		-0.138298		-0.015705		-0.194192		0.022665		-0.278951		-0.291082
-23.423218		-4.749433		-0.280183		0.752589		-0.990683		-0.638247		0.030048		-0.117436		0.242701		-0.104141		0.364248		-0.077723		-0.348018
-21.998654		-4.275460		0.194494		1.349307		-0.570381		-0.460939		-0.282636		0.190021		0.364445		-0.308969		-0.056678		-0.163111		-0.033098
-21.588336		-4.210311		-0.235480		0.896255		-0.679408		-0.364178		0.061864		0.003283		0.024266		-0.283665		0.250585		-0.053783		-0.142595
-21.130443		-3.729324		0.042280		0.682923		-0.715953		-0.616421		-0.095469		0.191277		0.030849		-0.019950		-0.339002		-0.215187		0.107206
-21.796213		-4.398777		-0.045267		1.223137		-0.009671		-0.743382		-0.239212		-0.210577		-0.351667		0.110896		-0.036680		0.104148		-0.282557
-21.032013		-3.391900		-0.319325		0.959697		-0.491955		-0.445028		-0.186500		0.227169		-0.093341		-0.396078		-0.090104		0.082855		-0.091945
-21.650042		-3.282404		-0.571216		1.238624		-0.131913		-0.180231		-0.031142		0.331044		-0.318458		-0.308895		-0.426687		-0.294671		0.256572
-21.812508		-1.958563		0.170526		1.964225		0.221987		-0.001855		-0.205947		0.173552		0.222303		-0.162695		0.067261		-0.103309		-0.309595
-21.597989		-0.495940		-0.302778		2.980437		0.108775		-0.073532		-0.087505		-0.006268		0.759095		-0.763852		0.158672		-0.150682		-0.498427
-20.682051		-0.004822		-0.239950		2.782719		0.268004		-0.401165		-0.443539		0.110683		0.843993		-1.016887		0.162485		0.124953		-0.361279
-19.793024		0.354304		-0.721963		2.511156		0.235273		-0.649653		-0.148180		0.014711		0.900050		-0.941181		0.354027		0.126315		-0.495484
-19.967667		0.121244		-0.889198		2.800241		0.134370		-0.342364		-0.062418		0.098706		0.846891		-1.182147		0.393838		0.076852		-0.641819
-19.361088		0.197803		-1.464361		2.467059		0.134507		-0.460578		-0.101357		-0.057656		0.675639		-0.824713		0.383789		-0.020507		-0.429606
-20.978430		0.242815		-1.231280		1.912479		0.619079		0.133905		0.030266		0.095496		0.620008		-1.043041		0.314188		0.013626		-0.980216
-21.756196		-0.301494		-0.870643		2.108239		0.549054		-0.170539		-0.017729		-0.083784		0.120293		-0.580032		0.733285		-0.262858		-0.240053
-21.791798		-0.214466		-0.510406		2.312259		0.157956		-0.355372		-0.270060		0.447055		0.383434		-0.545114		0.492188		-0.150252		-0.939579
-23.069386		-0.524574		-0.077319		1.847706		-0.097965		-0.053423		-0.102309		0.588255		0.117809		-0.121638		0.192806		-0.140387		-0.431019
-23.833721		-0.569287		-0.194759		1.507653		0.201152		0.254589		-0.065018		0.467114		0.056927		-0.562362		-0.647869		-0.446821		-0.369386
-23.491799		-0.606530		-0.441584		1.590826		0.464689		0.111742		-0.402603		0.600480		-0.063244		-0.471218		-0.172285		-0.203242		-0.451860
-23.811505		-0.438683		-0.491373		1.779012		0.267884		0.004669		-0.527649		0.267621		-0.377323		-0.361800		0.032738		-0.030459		-0.521337
-23.440192		-0.049561		-0.803447		1.635503		0.191480		-0.113457		-0.517135		0.107828		-0.249717		-0.398524		-0.242232		-0.098464		-0.260364
-22.686707		0.302781		-0.448002		1.525648		-0.256447		-0.079460		-0.652797		0.166650		0.503389		-0.288501		-0.212394		-0.272160		-0.275656
-20.886924		1.239495		-1.033329		1.301576		0.533782		-0.314554		-0.955098		0.410504		0.168268		-0.910608		0.174850		0.013703		-0.356596
-19.799010		0.940037		-1.526313		2.008299		0.197501		-0.127044		-0.941208		0.080057		0.347869		-0.962944		0.104404		-0.510795		-0.440096
-19.373729		1.890567		-1.253058		1.174278		-0.109532		-0.109050		-0.915701		0.138652		0.465811		-1.056878		0.286832		-0.432989		-0.180001
-17.990223		1.704520		-1.572046		1.903150		-0.449192		-0.102807		-0.612363		-0.289217		0.398739		-1.009875		0.024206		-0.363360		-0.478096
-17.736578		1.581402		-1.975051		1.905788		-0.013330		-0.183148		-0.794956		-0.674904		0.713971		-1.159267		0.022714		-0.296273		-0.582900
-18.209375		1.559772		-1.859040		1.992961		0.070956		-0.172022		-1.024557		-0.481924		0.612268		-1.106848		-0.117818		-0.200089		-0.560899
-18.106437		1.829150		-1.894566		1.652319		0.038842		-0.220659		-0.785880		-0.607941		0.657244		-0.942090		-0.002187		-0.125201		-0.426187
-17.635622		1.455000		-1.828802		1.875825		-0.158352		-0.030335		-0.821701		-0.593535		0.678957		-1.056090		0.097730		-0.259169		-0.425892
-17.735775		1.066968		-1.514609		1.862674		0.058814		-0.060173		-0.932640		-0.441594		0.598105		-1.156748		0.044415		-0.324706		-0.529545
-18.135388		0.871430		-1.473021		2.048097		0.149428		0.132819		-0.928867		-0.206094		0.450243		-1.072994		0.057994		-0.430639		-0.372184
-18.197157		0.575767		-1.367987		2.046145		0.239749		0.351308		-0.705848		-0.070454		0.629829		-0.956069		0.111230		-0.279912		-0.492881
-20.687396		0.240894		-0.482595		1.700246		0.367041		-0.034793		-1.083161		0.010311		0.578837		-0.421731		0.063141		-0.114214		-0.817625
-28.139787		-0.269464		0.291898		1.577197		0.808022		0.438331		-0.543204		0.117810		0.621660		-0.264603		0.267955		-0.301309		-0.281638
-28.700729		-1.681727		1.278137		1.424374		0.701311		0.774298		-0.420214		0.233494		0.585511		-0.423832		-0.079449		-0.166915		0.093727
-31.217236		-0.572466		1.321411		1.135488		0.813363		0.745830		-0.188316		0.031812		0.323068		-0.488500		-0.433352		0.018422		0.736279
-21.984451		-1.369583		-1.059476		0.908562		-1.339954		0.250788		0.090671		-0.216868		0.098366		0.056167		-0.079171		0.178835		-0.144023
-23.202884		-3.147255		-0.518411		1.127311		-1.066522		-0.371081		0.346608		-0.440175		-0.428176		0.318279		-0.276348		0.370719		0.391175
-21.799462		-2.646098		-0.587903		1.038332		-0.453064		-0.929063		-0.438200		0.337600		-0.012422		-0.635332		-0.192323		0.047659		-0.229166
-22.947180		-1.419106		-0.545785		1.429682		0.552581		-0.407336		-0.265511		0.374171		0.416773		-0.299479		-0.247276		0.220567		-0.229509
-22.630446		-0.042059		-0.819878		1.412576		1.015020		0.656324		-0.639961		0.014899		0.703354		-0.337900		-0.201554		0.394950		-0.416004
-22.217272		1.253167		-0.941460		0.813244		0.595620		1.162643		-0.563829		-0.401239		0.918965		-0.523997		0.030916		0.098761		-0.581160
-21.500036		2.102571		-1.473832		0.865394		0.302027		1.307456		-0.467223		-0.664191		1.116902		-0.704132		-0.027832		0.062379		-0.552921
-20.447903		2.392984		-1.690202		0.734090		0.168806		1.331194		-0.355332		-0.935208		1.064419		-0.880767		0.145528		0.032625		-0.456276
-19.892752		2.356490		-1.680277		0.647915		0.037843		1.426124		-0.407750		-1.133264		1.086988		-0.925176		0.124832		0.061251		-0.399912
-19.770006		2.327475		-1.766911		0.717150		0.053219		1.401247		-0.446078		-1.214514		1.007290		-0.799611		0.040382		0.073992		-0.479368
-20.150235		2.399009		-1.987599		0.892224		0.198261		1.447694		-0.564410		-1.183877		0.875927		-0.506293		-0.147987		-0.009032		-0.415173
-20.857532		2.461940		-2.253256		1.094310		0.788543		0.986157		-0.383584		-1.091961		0.795902		-0.264531		-0.142876		-0.318003		-0.270796
-21.901787		2.079890		-1.766982		0.641414		1.480997		0.587783		-0.783133		-0.366101		0.363410		-0.028851		-0.126727		-0.546322		-0.286847
-24.770587		2.140720		-1.643969		-0.197893		1.209849		-0.031893		-0.949666		-0.293748		0.426289		0.411786		0.192785		-0.124645		-0.003073
-25.971908		1.093567		-1.404906		-0.633612		0.933323		0.092737		-0.537734		-0.075821		0.114940		0.548213		0.129411		-0.065924		0.093622
-28.244936		0.790317		-0.869105		-0.074711		1.141229		0.301670		-0.603063		-0.097846		0.692037		0.189660		0.030353		0.139970		-0.067578
-30.736032		-0.265105		0.060262		0.661816		1.590116		0.560721		-0.289909		-0.138155		0.409287		0.302950		-0.046893		-0.198179		-0.148210
-30.213953		-0.573404		-0.189115		0.481770		1.182630		0.247386		-0.461122		0.369233		0.550973		0.046934		0.091192		0.104327		0.117865
-24.026138		-0.243659		-0.689793		0.025985		0.752335		-0.495884		-0.397843		0.242514		-0.077625		0.139972		0.068744		-0.021396		-0.318102
-20.852896		1.463924		-0.444333		0.318760		0.961384		0.019679		-0.421771		-0.320406		-0.700827		-0.343577		0.288751		-0.207039		-0.352046
-19.965028		2.716907		-1.426034		0.690695		-0.463252		0.864676		-0.763576		-0.503343		-0.288472		-0.979091		0.661011		-0.384190		-0.361343
